time;knee_angle_l;% Gait Cycle
1.821;-5.01922915;46.85714286
1.822;-5.08557622;46.93877551
1.823;-5.1531383;47.02040816
1.824;-5.22190699;47.10204082
1.825;-5.29187442;47.18367347
1.826;-5.36303321;47.26530612
1.827;-5.43537629;47.34693878
1.828;-5.50889644;47.42857143
1.829;-5.58358635;47.51020408
1.83;-5.65943969;47.59183673
1.831;-5.73645087;47.67346939
1.832;-5.81461436;47.75510204
1.833;-5.89392461;47.83673469
1.834;-5.97437623;47.91836735
1.835;-6.05596456;48
1.836;-6.1386857;48.08163265
1.837;-6.22253621;48.16326531
1.838;-6.30751279;48.24489796
1.839;-6.39361223;48.32653061
1.84;-6.48083217;48.40816327
1.841;-6.56917111;48.48979592
1.842;-6.65862807;48.57142857
1.843;-6.74920227;48.65306122
1.844;-6.84089302;48.73469388
1.845;-6.93370059;48.81632653
1.846;-7.02762619;48.89795918
1.847;-7.1226717;48.97959184
1.848;-7.21883915;49.06122449
1.849;-7.31613069;49.14285714
1.85;-7.41454954;49.2244898
1.851;-7.51410004;49.30612245
1.852;-7.61478723;49.3877551
1.853;-7.71661633;49.46938776
1.854;-7.81959261;49.55102041
1.855;-7.92372253;49.63265306
1.856;-8.02901376;49.71428571
1.857;-8.13547469;49.79591837
1.858;-8.24311378;49.87755102
1.859;-8.35193951;49.95918367
1.86;-8.46196162;50.04081633
1.861;-8.57319114;50.12244898
1.862;-8.68563984;50.20408163
1.863;-8.79931953;50.28571429
1.864;-8.91424195;50.36734694
1.865;-9.03042024;50.44897959
1.866;-9.14786889;50.53061224
1.867;-9.26660315;50.6122449
1.868;-9.38663828;50.69387755
1.869;-9.50798947;50.7755102
1.87;-9.63067334;50.85714286
1.871;-9.75470792;50.93877551
1.872;-9.88011192;51.02040816
1.873;-10.006904;51.10204082
1.874;-10.13510269;51.18367347
1.875;-10.26472787;51.26530612
1.876;-10.39580079;51.34693878
1.877;-10.52834332;51.42857143
1.878;-10.66237717;51.51020408
1.879;-10.79792383;51.59183673
1.88;-10.93500612;51.67346939
1.881;-11.0736481;51.75510204
1.882;-11.21387439;51.83673469
1.883;-11.35570936;51.91836735
1.884;-11.499177;52
1.885;-11.64430254;52.08163265
1.886;-11.79111238;52.16326531
1.887;-11.93963337;52.24489796
1.888;-12.08989188;52.32653061
1.889;-12.24191371;52.40816327
1.89;-12.3957257;52.48979592
1.891;-12.55135579;52.57142857
1.892;-12.70883216;52.65306122
1.893;-12.86818228;52.73469388
1.894;-13.02943266;52.81632653
1.895;-13.1926108;52.89795918
1.896;-13.35774518;52.97959184
1.897;-13.52486436;53.06122449
1.898;-13.69399585;53.14285714
1.899;-13.86516586;53.2244898
1.9;-14.03840153;53.30612245
1.901;-14.2137309;53.3877551
1.902;-14.39118196;53.46938776
1.903;-14.57078125;53.55102041
1.904;-14.7525537;53.63265306
1.905;-14.9365251;53.71428571
1.906;-15.12272213;53.79591837
1.907;-15.31117118;53.87755102
1.908;-15.50189689;53.95918367
1.909;-15.6949219;54.04081633
1.91;-15.8902697;54.12244898
1.911;-16.08796464;54.20408163
1.912;-16.28803053;54.28571429
1.913;-16.49048917;54.36734694
1.914;-16.69536007;54.44897959
1.915;-16.90266357;54.53061224
1.916;-17.11242079;54.6122449
1.917;-17.32465215;54.69387755
1.918;-17.53937581;54.7755102
1.919;-17.75660742;54.85714286
1.92;-17.9763634;54.93877551
1.921;-18.19866086;55.02040816
1.922;-18.42351601;55.10204082
1.923;-18.65094268;55.18367347
1.924;-18.88095205;55.26530612
1.925;-19.11355595;55.34693878
1.926;-19.34876678;55.42857143
1.927;-19.58659591;55.51020408
1.928;-19.82705217;55.59183673
1.929;-20.07014163;55.67346939
1.93;-20.31587091;55.75510204
1.931;-20.56424706;55.83673469
1.932;-20.81527593;55.91836735
1.933;-21.06896074;56
1.934;-21.32530185;56.08163265
1.935;-21.58429994;56.16326531
1.936;-21.84595589;56.24489796
1.937;-22.11026923;56.32653061
1.938;-22.37723681;56.40816327
1.939;-22.64685257;56.48979592
1.94;-22.91911062;56.57142857
1.941;-23.19400513;56.65306122
1.942;-23.47152891;56.73469388
1.943;-23.75167198;56.81632653
1.944;-24.03442141;56.89795918
1.945;-24.31976435;56.97959184
1.946;-24.60768791;57.06122449
1.947;-24.89817775;57.14285714
1.948;-25.19121669;57.2244898
1.949;-25.48678457;57.30612245
1.95;-25.78486117;57.3877551
1.951;-26.08542619;57.46938776
1.952;-26.3884578;57.55102041
1.953;-26.69393134;57.63265306
1.954;-27.00181911;57.71428571
1.955;-27.31209338;57.79591837
1.956;-27.62472635;57.87755102
1.957;-27.93968875;57.95918367
1.958;-28.25694853;58.04081633
1.959;-28.57647067;58.12244898
1.96;-28.89822019;58.20408163
1.961;-29.22216207;58.28571429
1.962;-29.54825988;58.36734694
1.963;-29.87647448;58.44897959
1.964;-30.20676385;58.53061224
1.965;-30.53908605;58.6122449
1.966;-30.87339911;58.69387755
1.967;-31.2096597;58.7755102
1.968;-31.54782189;58.85714286
1.969;-31.88783695;58.93877551
1.97;-32.22965625;59.02040816
1.971;-32.57323127;59.10204082
1.972;-32.91851222;59.18367347
1.973;-33.26544681;59.26530612
1.974;-33.6139802;59.34693878
1.975;-33.96405774;59.42857143
1.976;-34.31562498;59.51020408
1.977;-34.66862634;59.59183673
1.978;-35.02300394;59.67346939
1.979;-35.37869748;59.75510204
1.98;-35.735647;59.83673469
1.981;-36.09379282;59.91836735
1.982;-36.45307426;60
1.983;-36.81342853;60.08163265
1.984;-37.17479062;60.16326531
1.985;-37.53709592;60.24489796
1.986;-37.90028025;60.32653061
1.987;-38.26427855;60.40816327
1.988;-38.6290239;60.48979592
1.989;-38.9944474;60.57142857
1.99;-39.36048072;60.65306122
1.991;-39.72705608;60.73469388
1.992;-40.094105;60.81632653
1.993;-40.46155741;60.89795918
1.994;-40.82934158;60.97959184
1.995;-41.19738649;61.06122449
1.996;-41.56562174;61.14285714
1.997;-41.93397645;61.2244898
1.998;-42.30237849;61.30612245
1.999;-42.67075442;61.3877551
0.774;-42.99418608;61.46938776
0.775;-43.34465398;61.55102041
0.776;-43.69455351;61.63265306
0.777;-44.0438194;61.71428571
0.778;-44.39238582;61.79591837
0.779;-44.74018642;61.87755102
0.78;-45.08715584;61.95918367
0.781;-45.4332297;62.04081633
0.782;-45.77834379;62.12244898
0.783;-46.12243365;62.20408163
0.784;-46.46543465;62.28571429
0.785;-46.80728318;62.36734694
0.786;-47.1479166;62.44897959
0.787;-47.48727265;62.53061224
0.788;-47.8252891;62.6122449
0.789;-48.16190384;62.69387755
0.79;-48.49705579;62.7755102
0.791;-48.83068485;62.85714286
0.792;-49.16273144;62.93877551
0.793;-49.49313628;63.02040816
0.794;-49.82184051;63.10204082
0.795;-50.14878633;63.18367347
0.796;-50.47391691;63.26530612
0.797;-50.79717613;63.34693878
0.798;-51.11850848;63.42857143
0.799;-51.43785908;63.51020408
0.8;-51.75517415;63.59183673
0.801;-52.07040101;63.67346939
0.802;-52.38348784;63.75510204
0.803;-52.69438363;63.83673469
0.804;-53.00303824;63.91836735
0.805;-53.30940267;64
0.806;-53.61342903;64.08163265
0.807;-53.91507048;64.16326531
0.808;-54.21428102;64.24489796
0.809;-54.51101562;64.32653061
0.81;-54.80523089;64.40816327
0.811;-55.09688415;64.48979592
0.812;-55.38593198;64.57142857
0.813;-55.6723367;64.65306122
0.814;-55.95606651;64.73469388
0.815;-56.23707675;64.81632653
0.816;-56.51531911;64.89795918
0.817;-56.7907624;64.97959184
0.818;-57.06337831;65.06122449
0.819;-57.33313216;65.14285714
0.82;-57.59999101;65.2244898
0.821;-57.86392452;65.30612245
0.822;-58.12490305;65.3877551
0.823;-58.38289801;65.46938776
0.824;-58.63788215;65.55102041
0.825;-58.88982941;65.63265306
0.826;-59.13871484;65.71428571
0.827;-59.3845147;65.79591837
0.828;-59.62720644;65.87755102
0.829;-59.8667687;65.95918367
0.83;-60.10318131;66.04081633
0.831;-60.33642521;66.12244898
0.832;-60.56648252;66.20408163
0.833;-60.79333654;66.28571429
0.834;-61.01697176;66.36734694
0.835;-61.23737381;66.44897959
0.836;-61.45452946;66.53061224
0.837;-61.66842658;66.6122449
0.838;-61.8790542;66.69387755
0.839;-62.08640245;66.7755102
0.84;-62.29046254;66.85714286
0.841;-62.4912267;66.93877551
0.842;-62.68868823;67.02040816
0.843;-62.88284148;67.10204082
0.844;-63.07368181;67.18367347
0.845;-63.26120557;67.26530612
0.846;-63.44541007;67.34693878
0.847;-63.62629361;67.42857143
0.848;-63.80385542;67.51020408
0.849;-63.97809568;67.59183673
0.85;-64.14901547;67.67346939
0.851;-64.31661676;67.75510204
0.852;-64.4809024;67.83673469
0.853;-64.64187609;67.91836735
0.854;-64.79954237;68
0.855;-64.95390657;68.08163265
0.856;-65.10497477;68.16326531
0.857;-65.25275383;68.24489796
0.858;-65.39725129;68.32653061
0.859;-65.53847543;68.40816327
0.86;-65.67643516;68.48979592
0.861;-65.81114003;68.57142857
0.862;-65.94260021;68.65306122
0.863;-66.07082643;68.73469388
0.864;-66.19583003;68.81632653
0.865;-66.31762283;68.89795918
0.866;-66.43621717;68.97959184
0.867;-66.55162588;69.06122449
0.868;-66.6638622;69.14285714
0.869;-66.77293985;69.2244898
0.87;-66.87887291;69.30612245
0.871;-66.98167584;69.3877551
0.872;-67.08136342;69.46938776
0.873;-67.17795077;69.55102041
0.874;-67.27145327;69.63265306
0.875;-67.36188659;69.71428571
0.876;-67.44926659;69.79591837
0.877;-67.53360937;69.87755102
0.878;-67.61493116;69.95918367
0.879;-67.69324838;70.04081633
0.88;-67.76857756;70.12244898
0.881;-67.8409353;70.20408163
0.882;-67.91033829;70.28571429
0.883;-67.97680325;70.36734694
0.884;-68.04034689;70.44897959
0.885;-68.10098595;70.53061224
0.886;-68.15873709;70.6122449
0.887;-68.21361692;70.69387755
0.888;-68.26564198;70.7755102
0.889;-68.31482871;70.85714286
0.89;-68.36119345;70.93877551
0.891;-68.40475238;71.02040816
0.892;-68.44552152;71.10204082
0.893;-68.48351674;71.18367347
0.894;-68.51875369;71.26530612
0.895;-68.55124784;71.34693878
0.896;-68.58101439;71.42857143
0.897;-68.6080683;71.51020408
0.898;-68.63242426;71.59183673
0.899;-68.65409667;71.67346939
0.9;-68.67309961;71.75510204
0.901;-68.68944684;71.83673469
0.902;-68.70315173;71.91836735
0.903;-68.71422734;72
0.904;-68.72268634;72.08163265
0.905;-68.728541;72.16326531
0.906;-68.7318032;72.24489796
0.907;-68.7324844;72.32653061
0.908;-68.73059565;72.40816327
0.909;-68.72614759;72.48979592
0.91;-68.7191504;72.57142857
0.911;-68.7096138;72.65306122
0.912;-68.69754704;72.73469388
0.913;-68.6829589;72.81632653
0.914;-68.66585772;72.89795918
0.915;-68.64625127;72.97959184
0.916;-68.62414687;73.06122449
0.917;-68.59955128;73.14285714
0.918;-68.57247075;73.2244898
0.919;-68.54291101;73.30612245
0.92;-68.51087725;73.3877551
0.921;-68.47637412;73.46938776
0.922;-68.43940578;73.55102041
0.923;-68.39997587;73.63265306
0.924;-68.35808752;73.71428571
0.925;-68.31374336;73.79591837
0.926;-68.26694553;73.87755102
0.927;-68.21769569;73.95918367
0.928;-68.165995;74.04081633
0.929;-68.11184416;74.12244898
0.93;-68.0552434;74.20408163
0.931;-67.99619246;74.28571429
0.932;-67.93469065;74.36734694
0.933;-67.87073679;74.44897959
0.934;-67.8043293;74.53061224
0.935;-67.73546612;74.6122449
0.936;-67.66414476;74.69387755
0.937;-67.59036231;74.7755102
0.938;-67.51411546;74.85714286
0.939;-67.43540049;74.93877551
0.94;-67.35421332;75.02040816
0.941;-67.27054947;75.10204082
0.942;-67.18440409;75.18367347
0.943;-67.095772;75.26530612
0.944;-67.0046477;75.34693878
0.945;-66.91102536;75.42857143
0.946;-66.8148988;75.51020408
0.947;-66.71626157;75.59183673
0.948;-66.61510694;75.67346939
0.949;-66.51142788;75.75510204
0.95;-66.40521715;75.83673469
0.951;-66.29646718;75.91836735
0.952;-66.18517022;76
0.953;-66.07131827;76.08163265
0.954;-65.95490318;76.16326531
0.955;-65.83591658;76.24489796
0.956;-65.71434995;76.32653061
0.957;-65.59019463;76.40816327
0.958;-65.46344185;76.48979592
0.959;-65.33408275;76.57142857
0.96;-65.20210838;76.65306122
0.961;-65.06750975;76.73469388
0.962;-64.9302778;76.81632653
0.963;-64.79040348;76.89795918
0.964;-64.64787776;76.97959184
0.965;-64.50269163;77.06122449
0.966;-64.35483609;77.14285714
0.967;-64.20430223;77.2244898
0.968;-64.05108125;77.30612245
0.969;-63.89516443;77.3877551
0.97;-63.73654321;77.46938776
0.971;-63.57520916;77.55102041
0.972;-63.41115399;77.63265306
0.973;-63.24436966;77.71428571
0.974;-63.07484832;77.79591837
0.975;-62.90258237;77.87755102
0.976;-62.72756443;77.95918367
0.977;-62.54978742;78.04081633
0.978;-62.36924454;78.12244898
0.979;-62.18592935;78.20408163
0.98;-61.99983571;78.28571429
0.981;-61.81095786;78.36734694
0.982;-61.61929039;78.44897959
0.983;-61.4248283;78.53061224
0.984;-61.22756706;78.6122449
0.985;-61.02750254;78.69387755
0.986;-60.82463106;78.7755102
0.987;-60.6189494;78.85714286
0.988;-60.41045488;78.93877551
0.989;-60.19914531;79.02040816
0.99;-59.98501903;79.10204082
0.991;-59.76807488;79.18367347
0.992;-59.54831224;79.26530612
0.993;-59.3257311;79.34693878
0.994;-59.10033204;79.42857143
0.995;-58.87211622;79.51020408
0.996;-58.64108539;79.59183673
0.997;-58.40724192;79.67346939
0.998;-58.17058884;79.75510204
0.999;-57.93112985;79.83673469
1;-57.68886933;79.91836735
1.001;-57.44381228;80
1.002;-57.19596443;80.08163265
1.003;-56.9453322;80.16326531
1.004;-56.69192279;80.24489796
1.005;-56.43574406;80.32653061
1.006;-56.1768046;80.40816327
1.007;-55.91511372;80.48979592
1.008;-55.65068148;80.57142857
1.009;-55.38351874;80.65306122
1.01;-55.11363707;80.73469388
1.011;-54.84104878;80.81632653
1.012;-54.56576697;80.89795918
1.013;-54.28780552;80.97959184
1.014;-54.00717911;81.06122449
1.015;-53.72390321;81.14285714
1.016;-53.43799405;81.2244898
1.017;-53.14946869;81.30612245
1.018;-52.85834501;81.3877551
1.019;-52.56464172;81.46938776
1.02;-52.26837834;81.55102041
1.021;-51.9695752;81.63265306
1.022;-51.66825345;81.71428571
1.023;-51.36443509;81.79591837
1.024;-51.05814293;81.87755102
1.025;-50.74940061;81.95918367
1.026;-50.43823259;82.04081633
1.027;-50.12466414;82.12244898
1.028;-49.80872137;82.20408163
1.029;-49.49043124;82.28571429
1.03;-49.16982153;82.36734694
1.031;-48.84692083;82.44897959
1.032;-48.52175854;82.53061224
1.033;-48.19436494;82.6122449
1.034;-47.86477114;82.69387755
1.035;-47.53300906;82.7755102
1.036;-47.19911145;82.85714286
1.037;-46.86311185;82.93877551
1.038;-46.52504464;83.02040816
1.039;-46.18494502;83.10204082
1.04;-45.84284897;83.18367347
1.041;-45.49879323;83.26530612
1.042;-45.15281532;83.34693878
1.043;-44.80495353;83.42857143
1.044;-44.45524693;83.51020408
1.045;-44.10373534;83.59183673
1.046;-43.75045928;83.67346939
1.047;-43.39546001;83.75510204
1.048;-43.03877953;83.83673469
1.049;-42.68046056;83.91836735
1.05;-42.32054653;84
1.051;-41.95908152;84.08163265
1.052;-41.59611033;84.16326531
1.053;-41.23167841;84.24489796
1.054;-40.86583192;84.32653061
1.055;-40.49861761;84.40816327
1.056;-40.13008289;84.48979592
1.057;-39.76027571;84.57142857
1.058;-39.38924468;84.65306122
1.059;-39.01703902;84.73469388
1.06;-38.64370845;84.81632653
1.061;-38.26930327;84.89795918
1.062;-37.89387431;84.97959184
1.063;-37.51747296;85.06122449
1.064;-37.14015113;85.14285714
1.065;-36.76196121;85.2244898
1.066;-36.38295612;85.30612245
1.067;-36.00318924;85.3877551
1.068;-35.62271442;85.46938776
1.069;-35.24158598;85.55102041
1.07;-34.85985867;85.63265306
1.071;-34.47758764;85.71428571
1.072;-34.09482847;85.79591837
1.073;-33.7116371;85.87755102
1.074;-33.32806985;85.95918367
1.075;-32.94418339;86.04081633
1.076;-32.56003472;86.12244898
1.077;-32.17568114;86.20408163
1.078;-31.79118026;86.28571429
1.079;-31.40658997;86.36734694
1.08;-31.02196842;86.44897959
1.081;-30.63737399;86.53061224
1.082;-30.2528653;86.6122449
1.083;-29.8685012;86.69387755
1.084;-29.48434071;86.7755102
1.085;-29.10044298;86.85714286
1.086;-28.71686735;86.93877551
1.087;-28.33367327;87.02040816
1.088;-27.95092034;87.10204082
1.089;-27.56866826;87.18367347
1.09;-27.18697681;87.26530612
1.091;-26.80590579;87.34693878
1.092;-26.42551507;87.42857143
1.093;-26.04586455;87.51020408
1.094;-25.66701413;87.59183673
1.095;-25.28902371;87.67346939
1.096;-24.91195312;87.75510204
1.097;-24.53586215;87.83673469
1.098;-24.16081052;87.91836735
1.099;-23.78685788;88
1.1;-23.41406376;88.08163265
1.101;-23.04248755;88.16326531
1.102;-22.67218846;88.24489796
1.103;-22.30322558;88.32653061
1.104;-21.93565783;88.40816327
1.105;-21.56954389;88.48979592
1.106;-21.20494221;88.57142857
1.107;-20.84191102;88.65306122
1.108;-20.48050828;88.73469388
1.109;-20.1207917;88.81632653
1.11;-19.76281872;88.89795918
1.111;-19.40664651;88.97959184
1.112;-19.05233197;89.06122449
1.113;-18.69993172;89.14285714
1.114;-18.34950198;89.2244898
1.115;-18.00109858;89.30612245
1.116;-17.65477691;89.3877551
1.117;-17.31059194;89.46938776
1.118;-16.9685982;89.55102041
1.119;-16.62884975;89.63265306
1.12;-16.29140015;89.71428571
1.121;-15.95630245;89.79591837
1.122;-15.62360921;89.87755102
1.123;-15.29337243;89.95918367
1.124;-14.96564358;90.04081633
1.125;-14.64047355;90.12244898
1.126;-14.31791264;90.20408163
1.127;-13.99801059;90.28571429
1.128;-13.68081648;90.36734694
1.129;-13.36637881;90.44897959
1.13;-13.05474539;90.53061224
1.131;-12.74596342;90.6122449
1.132;-12.44007939;90.69387755
1.133;-12.13713913;90.7755102
1.134;-11.83718773;90.85714286
1.135;-11.54026962;90.93877551
1.136;-11.24642845;91.02040816
1.137;-10.95570715;91.10204082
1.138;-10.66814792;91.18367347
1.139;-10.38379216;91.26530612
1.14;-10.10268052;91.34693878
1.141;-9.82485292;91.42857143
1.142;-9.55034837;91.51020408
1.143;-9.27920499;91.59183673
1.144;-9.01146012;91.67346939
1.145;-8.7471503;91.75510204
1.146;-8.48631126;91.83673469
1.147;-8.22897787;91.91836735
1.148;-7.97518413;92
1.149;-7.7249632;92.08163265
1.15;-7.47834737;92.16326531
1.151;-7.23536801;92.24489796
1.152;-6.99605563;92.32653061
1.153;-6.7604398;92.40816327
1.154;-6.52854919;92.48979592
1.155;-6.30041156;92.57142857
1.156;-6.07605371;92.65306122
1.157;-5.85550153;92.73469388
1.158;-5.63877995;92.81632653
1.159;-5.42591295;92.89795918
1.16;-5.21692355;92.97959184
1.161;-5.01183381;93.06122449
1.162;-4.81066479;93.14285714
1.163;-4.6134366;93.2244898
1.164;-4.42016833;93.30612245
1.165;-4.23087809;93.3877551
1.166;-4.04558296;93.46938776
1.167;-3.86429904;93.55102041
1.168;-3.68704138;93.63265306
1.169;-3.51382401;93.71428571
1.17;-3.34465995;93.79591837
1.171;-3.17956116;93.87755102
1.172;-3.0185386;93.95918367
1.173;-2.86160217;94.04081633
1.174;-2.70876075;94.12244898
1.175;-2.56002218;94.20408163
1.176;-2.41539327;94.28571429
1.177;-2.27487979;94.36734694
1.178;-2.13848647;94.44897959
1.179;-2.00621699;94.53061224
1.18;-1.87807401;94.6122449
1.181;-1.75405913;94.69387755
1.182;-1.63417294;94.7755102
1.183;-1.51841495;94.85714286
1.184;-1.40678364;94.93877551
1.185;-1.29927644;95.02040816
1.186;-1.19588977;95.10204082
1.187;-1.096619;95.18367347
1.188;-1.00145846;95.26530612
1.189;-0.91040145;95.34693878
1.19;-0.82344027;95.42857143
1.191;-0.7405662;95.51020408
1.192;-0.66176955;95.59183673
1.193;-0.58703957;95.67346939
1.194;-0.51636454;95.75510204
1.195;-0.44973174;95.83673469
1.196;-0.3871275;95.91836735
1.197;-0.32853713;96
1.198;-0.27394499;96.08163265
1.199;-0.22333443;96.16326531
1.2;-0.17668788;96.24489796
1.201;-0.13398678;96.32653061
1.202;-0.09521163;96.40816327
1.203;-0.06034198;96.48979592
1.204;-0.02935641;96.57142857
